Sentence,Word,TruthNER
279,into,O
279,native,O
279,fish,O
279,sellers,O
279,business,O
279,.,O
280,Avinash,PERSON
280,Jadhav,PERSON
280,",",O
280,Thane,LOCATION
280,district,O
280,chief,O
280,of,O
280,the,O
280,Raj,PERSON
280,Thackeray,PERSON
280,led,O
280,party,O
280,",",O
280,said,O
280,the,O
280,agitation,O
280,was,O
280,carried,O
280,out,O
280,in,O
280,Kopri,LOCATION
280,",",O
280,Uthalsar,LOCATION
280,",",O
280,Wagle,LOCATION
280,Estate,LOCATION
280,and,O
280,Kalwa,LOCATION
280,",",O
280,among,O
280,other,O
280,places,O
280,.,O
281,Jadhav,PERSON
281,said,O
281,the,O
281,fisherfolk,O
281,in,O
281,the,O
281,city,O
281,",",O
281,especially,O
281,women,O
281,and,O
281,the,O
281,younger,O
281,generation,O
281,of,O
281,sellers,O
281,",",O
281,had,O
281,been,O
281,complaining,O
281,that,O
281,they,O
281,were,O
281,being,O
281,driven,O
281,out,O
281,of,O
281,business,O
281,by,O
281,north,O
281,Indian,O
281,sellers,O
281,.,O
282,As,O
282,a,O
282,last,O
282,resort,O
282,we,O
282,had,O
282,to,O
282,carry,O
282,out,O
282,this,O
282,agitation,O
282,",",O
282,the,O
282,MNS,ORGANIZATION
282,leader,O
282,said,O
282,.,O
283,The,O
283,party,O
283,had,O
283,recently,O
283,launched,O
283,an,O
283,agitation,O
283,against,O
283,illegal,O
283,hawkers,O
283,on,O
283,railway,O
283,station,O
283,premises,O
283,in,O
283,Mumbai,LOCATION
283,and,O
283,surrounding,O
283,areas,O
283,following,O
283,the,O
283,Elphinstone,LOCATION
283,Road,LOCATION
283,station,O
283,stampede,O
283,.,O
284,It,O
284,had,O
284,also,O
284,asked,O
284,banks,O
284,to,O
284,conduct,O
284,their,O
284,transactions,O
284,in,O
284,Marathi,O
284,alongwith,O
284,other,O
284,languages,O
284,.,O
285,The,O
285,latest,O
285,campaigns,O
285,of,O
285,the,O
285,party,O
285,are,O
285,being,O
285,seen,O
285,as,O
285,an,O
285,attempt,O
285,to,O
285,revive,O
285,its,O
285,fortunes,O
285,following,O
285,several,O
285,electoral,O
285,setbacks,O
285,.,O
286,UP,LOCATION
286,CM,O
286,Mauritius,LOCATION
286,bound,O
286,after,O
286,rolling,O
286,out,O
286,red,O
286,carpet,O
286,to,O
286,US,LOCATION
286,firms,O
286,Lucknow,LOCATION
286,",",O
286,Oct,O
286,29,O
286,(,O
286,),O
286,After,O
286,rolling,O
286,out,O
286,the,O
286,red,O
286,carpet,O
286,to,O
286,American,O
286,companies,O
286,interested,O
286,to,O
286,invest,O
286,in,O
286,Uttar,LOCATION
286,Pradesh,LOCATION
286,",",O
286,Chief,O
286,Minister,O
286,Yogi,PERSON
286,Adityanath,PERSON
286,is,O
286,set,O
286,to,O
286,travel,O
286,to,O
286,Mauritius,LOCATION
286,this,O
286,week,O
286,to,O
286,invite,O
286,NRIs,O
286,to,O
286,the,O
286,state,O
286,.,O
287,The,O
287,chief,O
287,minister,O
287,will,O
287,be,O
287,on,O
287,a,O
287,three,O
287,day,O
287,visit,O
287,to,O
287,Mauritius,LOCATION
287,from,O
287,November,O
287,1,O
287,",",O
287,during,O
287,which,O
287,he,O
287,will,O
287,participate,O
287,in,O
287,the,O
287,Pravasi,O
287,Bhartiya,O
287,Diwas,O
287,",",O
287,a,O
287,mega,O
287,event,O
287,to,O
287,woo,O
287,investors,O
287,",",O
287,a,O
287,senior,O
287,state,O
287,government,O
287,official,O
287,said,O
287,today,O
287,.,O
288,Adityatnath,PERSON
288,is,O
288,also,O
288,likely,O
288,to,O
288,invite,O
288,people,O
288,of,O
288,Indian,O
288,origin,O
288,to,O
288,participate,O
288,in,O
288,the,O
288,NRI,O
288,Diwas,O
288,to,O
288,he,O
288,held,O
288,in,O
288,Lucknow,LOCATION
288,in,O
288,March,O
288,next,O
288,year,O
288,.,O
289,During,O
289,his,O
289,stay,O
289,in,O
289,Mauritius,LOCATION
289,",",O
289,the,O
289,chief,O
289,minister,O
289,will,O
289,meet,O
289,NRIs,O
289,and,O
289,explore,O
289,possibilities,O
289,for,O
289,investment,O
289,in,O
289,Uttar,LOCATION
289,Pradesh,LOCATION
289,",",O
289,the,O
289,official,O
289,said,O
289,.,O
290,He,O
290,will,O
290,also,O
290,apprise,O
290,them,O
290,of,O
290,the,O
290,steps,O
290,taken,O
290,by,O
290,his,O
290,government,O
290,to,O
290,facilitate,O
290,investors,O
290,in,O
290,the,O
290,state,O
290,and,O
290,the,O
290,measures,O
290,taken,O
290,in,O
290,this,O
290,regard,O
290,.,O
291,Adityanath,PERSON
291,recently,O
291,met,O
291,representatives,O
291,of,O
291,more,O
291,than,O
291,two,O
291,dozen,O
291,US,LOCATION
291,companies,O
291,exploring,O
291,investment,O
291,opportunities,O
291,in,O
291,the,O
291,state,O
291,.,O
292,The,O
292,state,O
292,'s,O
292,economy,O
292,will,O
292,act,O
292,as,O
292,a,O
292,backbone,O
292,to,O
292,strengthen,O
292,the,O
292,India,LOCATION
292,US,LOCATION
292,ties,O
292,",",O
292,Adityanath,PERSON
292,said,O
292,",",O
292,assuring,O
292,the,O
292,US,LOCATION
292,firms,O
292,his,O
292,government,O
292,'s,O
292,commitment,O
292,to,O
292,providing,O
292,an,O
292,investor,O
292,friendly,O
292,environment,O
292,.,O
293,The,O
293,50,O
293,member,O
293,delegation,O
293,",",O
293,representing,O
293,26,O
293,major,O
293,US,LOCATION
293,firms,O
293,",",O
293,had,O
293,met,O
293,the,O
293,chief,O
293,minister,O
293,here,O
293,under,O
293,the,O
293,aegis,O
293,of,O
293,US,ORGANIZATION
293,India,ORGANIZATION
293,Strategic,ORGANIZATION
293,Partnership,ORGANIZATION
293,Forum,ORGANIZATION
293,(,O
293,USISPF,ORGANIZATION
293,),O
293,.,O
294,Led,O
294,by,O
294,Boeing,ORGANIZATION
294,",",O
294,the,O
294,delegation,O
294,that,O
294,included,O
294,major,O
294,US,ORGANIZATION
294,firms,O
294,such,O
294,as,O
294,Facebook,ORGANIZATION
294,",",O
294,Adobe,ORGANIZATION
294,",",O
294,Coca,ORGANIZATION
294,Cola,ORGANIZATION
294,",",O
294,Mastercard,ORGANIZATION
294,",",O
294,Monsanto,ORGANIZATION
294,",",O
294,Uber,ORGANIZATION
294,",",O
294,Honeywell,ORGANIZATION
294,",",O
294,P,ORGANIZATION
294,G,ORGANIZATION
294,",",O
294,Oracle,ORGANIZATION
294,and,O
294,GE,ORGANIZATION
294,Health,ORGANIZATION
294,and,O
294,Cargill,ORGANIZATION
294,has,O
294,shown,O
294,keen,O
294,interest,O
294,in,O
294,investing,O
294,in,O
294,the,O
294,state,O
294,.,O
295,They,O
295,had,O
295,a,O
295,threadbare,O
295,interaction,O
295,with,O
295,state,O
295,cabinet,O
295,minister,O
295,Siddharth,PERSON
295,Nath,PERSON
295,Singh,PERSON
295,",",O
295,who,O
295,welcomed,O
295,them,O
295,to,O
295,UP,LOCATION
295,``,O
295,to,O
295,fulfil,O
295,BJP,ORGANIZATION
295,'s,O
295,'Sankalp,O
295,Patra,O
295,',O
295,by,O
295,creating,O
295,employment,O
295,opportunities,O
295,through,O
295,your,O
295,investment,O
295,'',O
295,.,O
296,The,O
296,``,O
296,US,LOCATION
296,in,O
296,UP,LOCATION
296,'',O
296,engagement,O
296,emulated,O
296,the,O
296,``,O
296,Vibrant,O
296,Gujarat,LOCATION
296,'',O
296,model,O
296,and,O
296,showcased,O
296,the,O
296,state,O
296,'s,O
296,investment,O
296,avenues,O
296,in,O
296,chemicals,O
296,",",O
296,petrochemicals,O
296,",",O
296,pharmaceuticals,O
296,",",O
296,cement,O
296,",",O
296,gems,O
296,",",O
296,textiles,O
296,and,O
296,engineering,O
296,sectors,O
296,.,O
297,Singh,PERSON
297,told,O
297,the,O
297,visiting,O
297,team,O
297,that,O
297,``,O
297,Yogi,PERSON
297,Adityanath,PERSON
297,government,O
297,'s,O
297,narrative,O
297,is,O
297,different,O
297,from,O
297,the,O
297,previous,O
297,governments,O
297,'',O
297,.,O
298,``,O
298,We,O
298,will,O
298,give,O
298,you,O
298,a,O
298,red,O
298,carpet,O
298,welcome,O
298,in,O
298,the,O
298,TRUE,O
298,spirit,O
298,of,O
298,Atithi,O
298,Devo,O
298,Bhava,O
298,(,O
298,Guest,O
298,is,O
298,equivalent,O
298,to,O
298,God,O
298,),O
298,",",O
298,'',O
298,he,O
298,said,O
298,.,O
299,For,O
299,ease,O
299,of,O
299,doing,O
299,business,O
299,",",O
299,the,O
299,chief,O
299,minister,O
299,said,O
299,",",O
299,a,O
299,single,O
299,window,O
299,system,O
299,has,O
299,been,O
299,set,O
299,up,O
299,under,O
299,his,O
299,office,O
299,'s,O
299,supervision,O
299,through,O
299,which,O
299,prompt,O
299,clearances,O
299,are,O
299,granted,O
299,to,O
299,investors,O
299,.,O
300,Uttar,LOCATION
300,Pradesh,LOCATION
300,has,O
300,recently,O
300,come,O
300,up,O
300,with,O
300,an,O
300,Industrial,O
300,Investment,O
300,Employment,O
300,Promotion,O
300,Policy,O
300,to,O
300,stabilise,O
300,and,O
300,make,O
300,existing,O
300,industries,O
300,more,O
300,competitive,O
300,and,O
300,to,O
300,attract,O
300,international,O
300,and,O
300,national,O
300,investments,O
300,in,O
300,the,O
300,industrial,O
300,sector,O
300,.,O
301,Official,O
301,sources,O
301,said,O
301,the,O
301,state,O
301,government,O
301,has,O
301,decided,O
301,to,O
301,organise,O
301,a,O
301,Global,O
301,Investors,O
301,Summit,O
301,here,O
301,on,O
301,the,O
301,lines,O
301,of,O
301,BJP,ORGANIZATION
301,ruled,O
301,Gujarat,LOCATION
301,and,O
301,Madhya,LOCATION
301,Pradesh,LOCATION
301,.,O
302,The,O
302,state,O
302,government,O
302,plans,O
302,to,O
302,combine,O
302,the,O
302,conclave,O
302,with,O
302,an,O
302,event,O
302,for,O
302,NRIs,O
302,in,O
302,which,O
302,prominent,O
302,NRIs,O
302,from,O
302,Uttar,LOCATION
302,Pradesh,LOCATION
302,will,O
302,be,O
302,invited,O
302,to,O
302,interact,O
302,with,O
302,business,O
302,and,O
302,industry,O
302,leaders,O
302,.,O
303,The,O
303,state,O
303,has,O
303,been,O
303,organising,O
303,a,O
303,UP,LOCATION
303,Pravasi,O
303,Diwas,O
303,for,O
303,the,O
303,past,O
303,two,O
303,years,O
303,in,O
303,an,O
303,effort,O
303,to,O
303,strengthen,O
303,the,O
303,NRIs,O
303,',O
303,bond,O
303,with,O
303,the,O
303,state,O
303,and,O
303,seek,O
303,their,O
303,help,O
303,in,O
303,its,O
303,development,O
303,.,O
304,The,O
304,idea,O
304,now,O
304,is,O
304,to,O
304,organise,O
304,this,O
304,event,O
304,like,O
304,a,O
304,fair,O
304,where,O
304,NRIs,O
304,'s,O
304,hailing,O
304,from,O
304,UP,LOCATION
304,will,O
304,be,O
304,invited,O
304,to,O
304,Lucknow,LOCATION
304,and,O
304,encouraged,O
304,to,O
304,invest,O
304,in,O
304,various,O
304,industrial,O
304,and,O
304,business,O
304,opportunities,O
304,offered,O
304,by,O
304,the,O
304,state,O
304,as,O
304,part,O
304,of,O
304,a,O
304,new,O
304,industrial,O
304,promotion,O
304,policy,O
304,announced,O
304,by,O
304,the,O
304,UP,LOCATION
304,government,O
304,.,O
305,The,O
305,fair,O
305,will,O
305,be,O
305,combined,O
305,with,O
305,the,O
305,Global,O
305,Investors,O
305,Summit,O
305,where,O
305,the,O
305,NRIs,O
305,will,O
305,get,O
305,a,O
305,chance,O
305,to,O
305,directly,O
305,interact,O
305,with,O
305,the,O
305,invited,O
305,national,O
305,and,O
305,international,O
305,business,O
305,leaders,O
305,.,O
306,The,O
306,government,O
306,expects,O
306,the,O
306,joint,O
306,event,O
306,to,O
306,attract,O
306,investment,O
306,from,O
306,both,O
306,the,O
306,NRIs,O
306,as,O
306,well,O
306,as,O
306,the,O
306,business,O
306,leaders,O
306,.,O
307,A,O
307,date,O
307,for,O
307,the,O
307,events,O
307,will,O
307,be,O
307,announced,O
307,soon,O
307,",",O
307,the,O
307,sources,O
307,added,O
307,.,O
308,SMI,ORGANIZATION
308,ABH,ORGANIZATION
309,Chennai,LOCATION
309,police,O
309,thwart,O
309,Marina2,O
309,.,O
310,0,O
310,protest,O
310,move,O
310,CHENNAI,LOCATION
310,:,O
310,Marina,LOCATION
310,Beach,LOCATION
310,in,O
310,Chennai,LOCATION
310,was,O
310,deserted,O
310,on,O
310,Tuesday,O
310,evening,O
310,after,O
310,a,O
310,Marina2,O
310,.,O
311,0,O
311,hashtag,O
311,started,O
311,trending,O
311,on,O
311,social,O
311,media,O
311,forcing,O
311,the,O
311,city,O
311,police,O
311,to,O
311,be,O
311,up,O
311,on,O
311,their,O
311,feet,O
311,to,O
311,thwart,O
311,any,O
311,sort,O
311,of,O
311,gathering,O
311,given,O
311,the,O
311,experience,O
311,of,O
311,the,O
311,mass,O
311,students,O
311,uprising,O
311,for,O
311,jallikattu,O
311,in,O
311,January,O
311,.,O
312,A,O
312,large,O
312,posse,O
312,of,O
312,policemen,O
312,were,O
312,deployed,O
312,on,O
312,the,O
312,Kamarajar,LOCATION
312,Salai,LOCATION
312,after,O
312,messages,O
312,about,O
312,a,O
312,protest,O
312,spread,O
312,on,O
312,Twitter,ORGANIZATION
312,",",O
312,Facebook,ORGANIZATION
312,and,O
312,WhatsApp,ORGANIZATION
312,groups,O
312,calling,O
312,out,O
312,to,O
312,youngsters,O
312,to,O
312,congregate,O
312,once,O
312,again,O
312,on,O
312,the,O
312,beach,O
312,on,O
312,Wednesday,O
312,morning,O
312,",",O
312,this,O
312,time,O
312,in,O
312,support,O
312,of,O
312,farmers,O
312,.,O
313,A,O
313,few,O
313,of,O
313,them,O
313,even,O
313,assembled,O
313,on,O
313,the,O
313,beach,O
313,on,O
313,Tuesday,O
313,evening,O
313,",",O
313,only,O
313,to,O
313,be,O
313,chased,O
313,away,O
313,by,O
313,cops,O
313,who,O
313,called,O
313,this,O
313,a,O
313,rumour,O
313,.,O
314,The,O
314,police,O
314,picked,O
314,up,O
314,four,O
314,people,O
314,from,O
314,the,O
314,beach,O
314,for,O
314,questioning,O
314,.,O
315,They,O
315,have,O
315,been,O
315,identified,O
315,as,O
315,Rajapandian,PERSON
315,",",O
315,31,O
315,",",O
315,of,O
315,Tiruvallur,LOCATION
315,",",O
315,Samuthradevi,PERSON
315,",",O
315,35,O
315,",",O
315,of,O
315,Alandur,LOCATION
315,",",O
315,Manikandan,PERSON
315,",",O
315,28,O
315,of,O
315,Trichy,LOCATION
315,and,O
315,Leo,PERSON
315,Nelson,PERSON
315,",",O
315,32,O
315,of,O
315,Chromepet,LOCATION
315,.,O
316,Rajapandian,PERSON
316,and,O
316,Manikandan,PERSON
316,told,O
316,the,O
316,police,O
316,that,O
316,they,O
316,had,O
316,come,O
316,to,O
316,Marina,LOCATION
316,Beach,LOCATION
316,to,O
316,participate,O
316,in,O
316,the,O
316,protest,O
316,",",O
316,while,O
316,the,O
316,other,O
316,two,O
316,said,O
316,that,O
316,they,O
316,were,O
316,usual,O
316,visitors,O
316,to,O
316,the,O
316,beach,O
316,.,O
317,Police,O
317,let,O
317,them,O
317,go,O
317,after,O
317,an,O
317,inquiry,O
317,.,O
318,Hundreds,O
318,of,O
318,vendors,O
318,had,O
318,also,O
318,kept,O
318,away,O
318,from,O
318,Marina,LOCATION
318,Beach,LOCATION
318,.,O
319,Deputy,O
319,commissioner,O
319,of,O
319,Mylapore,PERSON
319,V,PERSON
319,Balakrishnan,PERSON
319,told,O
319,TOI,ORGANIZATION
319,that,O
319,such,O
319,rumours,O
319,affected,O
319,the,O
319,normal,O
319,life,O
319,of,O
319,the,O
319,public,O
319,visiting,O
319,the,O
319,beach,O
319,and,O
319,those,O
319,running,O
319,shops,O
319,.,O
320,Those,O
320,spreading,O
320,such,O
320,unnecessary,O
320,rumours,O
320,will,O
320,face,O
320,legal,O
320,action,O
320,",",O
320,he,O
320,said,O
320,.,O
321,Debt,O
321,ridden,O
321,and,O
321,drought,O
321,hit,O
321,Tamil,LOCATION
321,Nadu,LOCATION
321,farmers,O
321,have,O
321,been,O
321,protesting,O
321,at,O
321,Jantar,LOCATION
321,Mantar,LOCATION
321,in,O
321,New,LOCATION
321,Delhi,LOCATION
321,since,O
321,mid,O
321,March,O
321,",",O
321,in,O
321,different,O
321,ways,O
321,",",O
321,to,O
321,draw,O
321,attention,O
321,to,O
321,their,O
321,plight,O
321,.,O
322,Police,O
322,take,O
322,JNU,ORGANIZATION
322,student,O
322,on,O
322,hunger,O
322,strike,O
322,to,O
322,hospital,O
322,Delhi,ORGANIZATION
322,Police,ORGANIZATION
322,Monday,O
322,allegedly,O
322,forcefully,O
322,picked,O
322,up,O
322,JNU,ORGANIZATION
322,student,O
322,Dileep,PERSON
322,Yadav,PERSON
322,",",O
322,who,O
322,has,O
322,been,O
322,on,O
322,an,O
322,indefinite,O
322,hunger,O
322,strike,O
322,since,O
322,Friday,O
322,",",O
322,and,O
322,took,O
322,him,O
322,to,O
322,AIIMS,ORGANIZATION
322,.,O
323,The,O
323,JNUSU,ORGANIZATION
323,said,O
323,",",O
323,Dileep,PERSON
323,was,O
323,forcefully,O
323,picked,O
323,up,O
323,by,O
323,Delhi,ORGANIZATION
323,Police,ORGANIZATION
323,.,O
324,Let,O
324,us,O
324,march,O
324,to,O
324,Vasant,LOCATION
324,Kunj,LOCATION
324,police,O
324,station,O
324,to,O
324,ensure,O
324,his,O
324,return,O
324,to,O
324,campus,O
324,.,O
325,Yadav,PERSON
325,is,O
325,among,O
325,the,O
325,nine,O
325,students,O
325,suspended,O
325,by,O
325,the,O
325,administration,O
325,for,O
325,disrupting,O
325,an,O
325,Academic,O
325,Council,O
325,meeting,O
325,.,O
326,But,O
326,DCP,O
326,(,O
326,south,O
326,),O
326,Ishwar,PERSON
326,Singh,PERSON
326,said,O
326,he,O
326,was,O
326,not,O
326,moved,O
326,forcefully,O
326,.,O
327,Seeing,O
327,his,O
327,critical,O
327,health,O
327,condition,O
327,",",O
327,he,O
327,was,O
327,shifted,O
327,to,O
327,the,O
327,hospital,O
327,in,O
327,the,O
327,universitys,O
327,ambulance,O
327,",",O
327,he,O
327,said,O
327,.,O
328,Govt,O
328,mulls,O
328,flexible,O
328,NH,O
328,toll,O
328,plan,O
328,to,O
328,commuters,O
328,benefit,O
328,NEW,LOCATION
328,DELHI,LOCATION
328,:,O
328,The,O
328,government,O
328,is,O
328,considering,O
328,offering,O
328,a,O
328,``,O
328,rolling,O
328,contract,O
328,'',O
328,for,O
328,road,O
328,development,O
328,that,O
328,will,O
328,see,O
328,toll,O
328,collection,O
328,end,O
328,ahead,O
328,of,O
328,the,O
328,contracted,O
328,period,O
328,if,O
328,the,O
328,investment,O
328,and,O
328,profit,O
328,has,O
328,been,O
328,recovered,O
328,",",O
328,in,O
328,order,O
328,to,O
328,blunt,O
328,criticism,O
328,that,O
328,surfaced,O
328,over,O
328,Delhi,LOCATION
328,Noida,LOCATION
328,Direct,O
328,(,O
328,DND,O
328,),O
328,flyway,O
328,and,O
328,Delhi,LOCATION
328,Gurgaon,LOCATION
328,projects,O
328,.,O
329,Conversely,O
329,",",O
329,the,O
329,contract,O
329,period,O
329,may,O
329,be,O
329,extended,O
329,if,O
329,the,O
329,contractor,O
329,",",O
329,due,O
329,to,O
329,certain,O
329,circumstances,O
329,",",O
329,is,O
329,unable,O
329,to,O
329,recover,O
329,expected,O
329,dues,O
329,.,O
330,Though,O
330,the,O
330,proposal,O
330,offers,O
330,some,O
330,succour,O
330,to,O
330,contractors,O
330,",",O
330,NHAI,ORGANIZATION
330,will,O
330,reserve,O
330,the,O
330,right,O
330,to,O
330,take,O
330,over,O
330,the,O
330,project,O
330,to,O
330,stem,O
330,public,O
330,opposition,O
330,over,O
330,``,O
330,super,O
330,profits,O
330,'',O
330,.,O
331,The,O
331,ministry,O
331,had,O
331,a,O
331,detailed,O
331,discussion,O
331,on,O
331,this,O
331,model,O
331,variable,O
331,build,O
331,operate,O
331,and,O
331,transfer,O
331,(,O
331,V,O
331,BOT,O
331,),O
331,on,O
331,Saturday,O
331,.,O
332,Cases,O
332,like,O
332,that,O
332,of,O
332,DND,O
332,and,O
332,other,O
332,highway,O
332,projects,O
332,where,O
332,contractors,O
332,are,O
332,a,O
332,llowed,O
332,to,O
332,collect,O
332,toll,O
332,for,O
332,years,O
332,have,O
332,prompted,O
332,the,O
332,government,O
332,to,O
332,explore,O
332,this,O
332,new,O
332,public,O
332,private,O
332,partnership,O
332,(,O
332,PPP,O
332,),O
332,model,O
332,for,O
332,road,O
332,construction,O
332,.,O
333,There,O
333,have,O
333,been,O
333,several,O
333,instances,O
333,of,O
333,protests,O
333,in,O
333,states,O
333,including,O
333,Delhi,LOCATION
333,",",O
333,UP,LOCATION
333,and,O
333,Maharashtra,LOCATION
333,against,O
333,the,O
333,existing,O
333,practice,O
333,.,O
334,Even,O
334,a,O
334,parliamentary,O
334,committee,O
334,had,O
334,pointed,O
334,out,O
334,this,O
334,flaw,O
334,while,O
334,examining,O
334,the,O
334,contract,O
334,period,O
334,and,O
334,total,O
334,toll,O
334,collection,O
334,on,O
334,the,O
334,Delhi,LOCATION
334,Gurgaon,LOCATION
334,Expressway,LOCATION
334,.,O
335,``,O
335,The,O
335,real,O
335,time,O
335,toll,O
335,collection,O
335,in,O
335,each,O
335,project,O
335,rolled,O
335,out,O
335,under,O
335,V,O
335,BOT,O
335,will,O
335,be,O
335,verified,O
335,using,O
335,the,O
335,electronic,O
335,toll,O
335,collection,O
335,data,O
335,and,O
335,other,O
335,IT,O
335,enabled,O
335,assessments,O
335,",",O
335,the,O
335,parametes,O
335,of,O
335,which,O
335,will,O
335,be,O
335,defined,O
335,clearly,O
335,",",O
335,'',O
335,said,O
335,a,O
335,ministry,O
335,official,O
335,.,O
336,Under,O
336,this,O
336,model,O
336,",",O
336,the,O
336,projects,O
336,will,O
336,be,O
336,bid,O
336,out,O
336,on,O
336,the,O
336,basis,O
336,of,O
336,total,O
336,cost,O
336,(,O
336,including,O
336,construction,O
336,",",O
336,financing,O
336,",",O
336,operation,O
336,and,O
336,maintenance,O
336,),O
336,for,O
336,a,O
336,defined,O
336,contract,O
336,period,O
336,.,O
337,The,O
337,lowest,O
337,bidder,O
337,will,O
337,get,O
337,the,O
337,project,O
337,and,O
337,will,O
337,build,O
337,",",O
337,operate,O
337,and,O
337,collect,O
337,toll,O
337,.,O
338,``,O
338,If,O
338,toll,O
338,collection,O
338,increases,O
338,beyond,O
338,the,O
338,projection,O
338,due,O
338,to,O
338,high,O
338,traffic,O
338,growth,O
338,",",O
338,the,O
338,contractor,O
338,will,O
338,recover,O
338,the,O
338,cost,O
338,before,O
338,the,O
338,quoted,O
338,period,O
338,and,O
338,NHAI,ORGANIZATION
338,will,O
338,terminate,O
338,the,O
338,contract,O
338,.,O
339,NHAI,ORGANIZATION
339,will,O
339,then,O
339,collect,O
339,toll,O
339,to,O
339,recover,O
339,the,O
339,land,O
339,cost,O
339,.,O
340,When,O
340,that,O
340,amount,O
340,is,O
340,recovered,O
340,",",O
340,toll,O
340,will,O
340,be,O
340,slashed,O
340,by,O
340,40,O
340,%,O
340,",",O
340,'',O
340,another,O
340,official,O
340,said,O
340,.,O
341,All,O
341,such,O
341,projects,O
341,will,O
341,compulsorily,O
341,have,O
341,100,O
341,%,O
341,electronic,O
341,toll,O
341,collection,O
341,",",O
341,installation,O
341,of,O
341,automatic,O
341,traffic,O
341,count,O
341,and,O
341,classifier,O
341,system,O
341,",",O
341,video,O
341,image,O
341,detection,O
341,and,O
341,other,O
341,systems,O
341,.,O
342,The,O
342,model,O
342,has,O
342,been,O
342,conceptualised,O
342,to,O
342,address,O
342,all,O
342,the,O
342,risk,O
342,factors,O
342,",",O
342,another,O
342,official,O
342,said,O
342,.,O
343,Leuva,O
343,Patels,O
343,stake,O
343,claim,O
343,to,O
343,world,O
343,record,O
343,in,O
343,singing,O
343,national,O
343,anthem,O
343,KAGVAD,LOCATION
343,(,O
343,RAJKOT,LOCATION
343,),O
343,:,O
343,Leuva,O
343,Patels,O
343,who,O
343,congregated,O
343,at,O
343,Khodaldham,LOCATION
343,temple,LOCATION
343,in,O
343,Kagvad,LOCATION
343,village,O
343,of,O
343,Rajkot,LOCATION
343,on,O
343,Saturday,O
343,staked,O
343,claim,O
343,to,O
343,entering,O
343,the,O
343,Guinness,ORGANIZATION
343,World,ORGANIZATION
343,Records,ORGANIZATION
343,for,O
343,the,O
343,highest,O
343,number,O
343,of,O
343,people,O
343,singing,O
343,a,O
343,national,O
343,anthem,O
343,simultaneously,O
343,at,O
343,a,O
343,single,O
343,venue,O
343,.,O
344,The,O
344,official,O
344,representative,O
344,of,O
344,Guinness,ORGANIZATION
344,World,ORGANIZATION
344,Records,ORGANIZATION
344,confirmed,O
344,that,O
344,the,O
344,number,O
344,of,O
344,people,O
344,who,O
344,sang,O
344,the,O
344,national,O
344,anthem,O
344,at,O
344,Kagvad,LOCATION
344,had,O
344,crossed,O
344,the,O
344,current,O
344,record,O
344,held,O
344,by,O
344,Dhaka,LOCATION
344,",",O
344,Bangladesh,LOCATION
344,",",O
344,where,O
344,2,O
344,.,O
345,54,O
345,lakh,O
345,people,O
345,sang,O
345,national,O
345,anthem,O
345,in,O
345,March,O
345,2014,O
345,.,O
346,According,O
346,to,O
346,officials,O
346,of,O
346,Shree,ORGANIZATION
346,Khodaldham,ORGANIZATION
346,Trust,ORGANIZATION
346,",",O
346,an,O
346,estimated,O
346,3,O
346,.,O
347,5,O
347,lakh,O
347,people,O
347,sang,O
347,the,O
347,national,O
347,anthem,O
347,on,O
347,Saturday,O
347,.,O
348,However,O
348,",",O
348,the,O
348,exact,O
348,number,O
348,will,O
348,be,O
348,known,O
348,on,O
348,Sunday,O
348,as,O
348,participants,O
348,were,O
348,being,O
348,enumerated,O
348,manually,O
348,.,O
349,The,O
349,record,O
349,was,O
349,created,O
349,during,O
349,the,O
349,idol,O
349,installation,O
349,ceremony,O
349,of,O
349,deity,O
349,of,O
349,Leuva,O
349,Patels,O
349,'Maa,O
349,Khodal,O
349,',O
349,in,O
349,presence,O
349,of,O
349,community,O
349,leaders,O
349,from,O
349,all,O
349,walks,O
349,of,O
349,life,O
349,.,O
350,Eminent,O
350,leaders,O
350,present,O
350,included,O
350,former,O
350,chief,O
350,ministers,O
350,Keshubhai,PERSON
350,Patel,PERSON
350,and,O
350,Anandiben,PERSON
350,Patel,PERSON
350,",",O
350,Congress,ORGANIZATION
350,leader,O
350,Shidharth,PERSON
350,Patel,PERSON
350,",",O
350,NCP,ORGANIZATION
350,leader,O
350,Praful,PERSON
350,Patel,PERSON
350,",",O
350,BJP,ORGANIZATION
350,state,O
350,president,O
350,Jitu,PERSON
350,Vaghani,PERSON
350,",",O
350,VHP,ORGANIZATION
350,leader,O
350,Pravin,PERSON
350,Togadia,PERSON
350,",",O
350,industrialists,O
350,Pankaj,PERSON
350,Patel,PERSON
350,",",O
350,Karsan,PERSON
350,Patel,PERSON
350,and,O
350,Govind,PERSON
350,Dholakia,PERSON
350,",",O
350,among,O
350,others,O
350,.,O
351,Aasu,O
351,forms,O
351,human,O
351,chain,O
351,to,O
351,protest,O
351,Brahmaputra,LOCATION
351,contamination,O
351,GUWAHATI,LOCATION
351,:,O
351,More,O
351,than,O
351,300,O
351,students,O
351,from,O
351,various,O
351,academic,O
351,institutions,O
351,in,O
351,the,O
351,city,O
351,came,O
351,together,O
351,to,O
351,form,O
351,a,O
351,human,O
351,chain,O
351,at,O
351,Uzanbazar,LOCATION
351,Ghat,LOCATION
351,in,O
351,protest,O
351,against,O
351,the,O
351,government,O
351,'s,O
351,``,O
351,inaction,O
351,'',O
351,on,O
