Sentence,Word,POS,NER
1663,contestants,NNS,O
1663,are,VBP,O
1663,lobbying,VBG,O
1663,for,IN,O
1663,growth,NN,O
1663,and,CC,O
1663,dynamism,NN,O
1663,.,.,O
1664,So,RB,O
1664,far,RB,O
1664,elections,NNS,O
1664,were,VBD,O
1664,quietly,RB,O
1664,advertised,VBN,O
1664,in,IN,O
1664,obscure,JJ,O
1664,newspapers,NNS,O
1664,so,IN,O
1664,the,DT,O
1664,current,JJ,O
1664,board,NN,O
1664,was,VBD,O
1664,elected,VBN,O
1664,unopposed,JJ,O
1664,.,.,O
1665,This,DT,O
1665,is,VBZ,O
1665,perhaps,RB,O
1665,the,DT,O
1665,third,JJ,O
1665,real,JJ,O
1665,vote,NN,O
1665,in,IN,O
1665,the,DT,O
1665,bank,NN,O
1665,s,VBD,O
1665,90,CD,O
1665,year,NN,O
1665,history,NN,O
1665,.,.,O
1666,Zoroastrian,JJ,ORGANIZATION
1666,Cooperative,NNP,ORGANIZATION
1666,Bank,NNP,ORGANIZATION
1666,Limited,NNP,ORGANIZATION
1666,(,(,O
1666,ZCBL,NNP,ORGANIZATION
1666,),),O
1666,started,VBD,O
1666,in,IN,O
1666,1927,CD,O
1666,and,CC,O
1666,graduated,VBD,O
1666,from,IN,O
1666,being,VBG,O
1666,a,DT,O
1666,credit,NN,O
1666,society,NN,O
1666,to,TO,O
1666,cooperative,VB,O
1666,bank,NN,O
1666,around,IN,O
1666,20,CD,O
1666,years,NNS,O
1666,ago,RB,O
1666,.,.,O
1667,Various,JJ,O
1667,factions,NNS,O
1667,of,IN,O
1667,the,DT,O
1667,Parsi,NNP,O
1667,community,NN,O
1667,are,VBP,O
1667,anxious,JJ,O
1667,to,TO,O
1667,gain,VB,O
1667,dominance,NN,O
1667,over,IN,O
1667,the,DT,O
1667,board,NN,O
1667,which,WDT,O
1667,has,VBZ,O
1667,11,CD,O
1667,general,JJ,O
1667,seats,NNS,O
1667,and,CC,O
1667,two,CD,O
1667,reserved,VBD,O
1667,for,IN,O
1667,women,NNS,O
1667,.,.,O
1668,Around,IN,O
1668,"8,000",CD,O
1668,shareholders,NNS,O
1668,will,MD,O
1668,arrive,VB,O
1668,to,TO,O
1668,cast,VB,O
1668,the,DT,O
1668,ballot,NN,O
1668,at,IN,O
1668,five,CD,O
1668,branches,NNS,O
1668,in,IN,O
1668,Mumbai,NNP,LOCATION
1668,.,.,O
1669,Parallel,NNP,O
1669,voting,NN,O
1669,will,MD,O
1669,be,VB,O
1669,held,VBN,O
1669,in,IN,O
1669,Pune,NNP,LOCATION
1669,and,CC,O
1669,Surat,NNP,LOCATION
1669,where,WRB,O
1669,the,DT,O
1669,bank,NN,O
1669,has,VBZ,O
1669,its,PRP$,O
1669,branches,NNS,O
1669,.,.,O
1670,The,DT,O
1670,ballot,NN,O
1670,boxes,NNS,O
1670,will,MD,O
1670,arrive,VB,O
1670,for,IN,O
1670,counting,VBG,O
1670,at,IN,O
1670,a,DT,O
1670,central,JJ,O
1670,location,NN,O
1670,in,IN,O
1670,Mumbai,NNP,LOCATION
1670,and,CC,O
1670,results,NNS,O
1670,will,MD,O
1670,be,VB,O
1670,announced,VBN,O
1670,Monday,NNP,O
1670,.,.,O
1671,Chairperson,NNP,O
1671,Shernaz,NNP,PERSON
1671,Mehta,NNP,PERSON
1671,said,VBD,O
1671,the,DT,O
1671,current,JJ,O
1671,board,NN,O
1671,has,VBZ,O
1671,the,DT,O
1671,support,NN,O
1671,of,IN,O
1671,its,PRP$,O
1671,shareholders,NNS,O
1671,.,.,O
1672,Our,PRP$,O
1672,panel,NN,O
1672,of,IN,O
1672,candidates,NNS,O
1672,includes,VBZ,O
1672,so,RB,O
1672,many,JJ,O
1672,community,NN,O
1672,stalwarts,NNS,O
1672,who,WP,O
1672,are,VBP,O
1672,professionally,RB,O
1672,qualified,VBN,O
1672,.,.,O
1673,There,EX,O
1673,is,VBZ,O
1673,Homai,NNP,PERSON
1673,Daruwala,NNP,PERSON
1673,",",",",O
1673,former,JJ,O
1673,chairperson,NN,O
1673,of,IN,O
1673,the,DT,O
1673,Central,NNP,ORGANIZATION
1673,Bank,NNP,ORGANIZATION
1673,of,IN,ORGANIZATION
1673,India,NNP,ORGANIZATION
1673,and,CC,O
1673,Homa,NNP,PERSON
1673,Petit,NNP,PERSON
1673,who,WP,O
1673,runs,VBZ,O
1673,Parsee,NNP,ORGANIZATION
1673,General,NNP,ORGANIZATION
1673,Hospital,NNP,ORGANIZATION
1673,.,.,O
1674,Our,PRP$,O
1674,profits,NNS,O
1674,have,VBP,O
1674,grown,VBN,O
1674,to,TO,O
1674,Rs,VB,O
1674,18,CD,O
1674,.,.,O
1675,63,CD,O
1675,crore,NN,O
1675,.,.,O
1676,Even,RB,O
1676,the,DT,O
1676,opposition,NN,O
1676,",",",",O
1676,which,WDT,O
1676,wishes,VBZ,O
1676,to,TO,O
1676,infuse,VB,O
1676,dynamism,NN,O
1676,into,IN,O
1676,the,DT,O
1676,bank,NN,O
1676,s,JJ,O
1676,style,NN,O
1676,of,IN,O
1676,functioning,NN,O
1676,",",",",O
1676,concedes,VBZ,O
1676,that,IN,O
1676,Zoroastrian,JJ,ORGANIZATION
1676,Bank,NNP,ORGANIZATION
1676,is,VBZ,O
1676,a,DT,O
1676,good,JJ,O
1676,bank,NN,O
1676,.,.,O
1677,In,IN,O
1677,a,DT,O
1677,time,NN,O
1677,when,WRB,O
1677,private,JJ,O
1677,and,CC,O
1677,public,JJ,O
1677,banks,NNS,O
1677,are,VBP,O
1677,beset,VBN,O
1677,by,IN,O
1677,rising,VBG,O
1677,non,NN,O
1677,performing,VBG,O
1677,assets,NNS,O
1677,(,(,O
1677,NPAs,NNP,O
1677,),),O
1677,or,CC,O
1677,bad,JJ,O
1677,loans,NNS,O
1677,running,VBG,O
1677,into,IN,O
1677,thousands,NNS,O
1677,of,IN,O
1677,crores,NNS,O
1677,of,IN,O
1677,rupees,NNS,O
1677,",",",",O
1677,this,DT,O
1677,little,JJ,O
1677,community,NN,O
1677,establishment,NN,O
1677,has,VBZ,O
1677,gross,JJ,O
1677,NPAs,NNP,O
1677,of,IN,O
1677,barely,RB,O
1677,1,CD,O
1677,.,.,O
1678,Our,PRP$,O
1678,net,NN,O
1678,NPAs,NNP,O
1678,are,VBP,O
1678,zero,CD,O
1678,.,.,O
1679,Yet,CC,O
1679,the,DT,O
1679,rival,JJ,O
1679,camp,NN,O
1679,alleges,VBZ,O
1679,that,IN,O
1679,the,DT,O
1679,bank,NN,O
1679,is,VBZ,O
1679,not,RB,O
1679,growing,VBG,O
1679,.,.,O
1680,I,PRP,O
1680,say,VBP,O
1680,growth,NN,O
1680,is,VBZ,O
1680,not,RB,O
1680,everything,NN,O
1680,",",",",O
1680,look,NN,O
1680,at,IN,O
1680,NPAs,NNP,O
1680,",",",",O
1680,said,VBD,O
1680,Mehta,NNP,PERSON
1680,.,.,O
1681,The,DT,O
1681,opposition,NN,O
1681,s,NN,O
1681,Zoru,NNP,PERSON
1681,Bhathena,NNP,PERSON
1681,argues,VBZ,O
1681,",",",",O
1681,NPAs,NNP,O
1681,depend,VBP,O
1681,on,IN,O
1681,lending,NN,O
1681,.,.,O
1682,If,IN,O
1682,you,PRP,O
1682,lend,VBP,O
1682,money,NN,O
1682,to,TO,O
1682,very,RB,O
1682,safe,JJ,O
1682,people,NNS,O
1682,who,WP,O
1682,will,MD,O
1682,always,RB,O
1682,pay,VB,O
1682,back,RP,O
1682,their,PRP$,O
1682,loans,NNS,O
1682,",",",",O
1682,it,PRP,O
1682,shows,VBZ,O
1682,you,PRP,O
1682,are,VBP,O
1682,unwilling,JJ,O
1682,to,TO,O
1682,take,VB,O
1682,risks,NNS,O
1682,",",",",O
1682,which,WDT,O
1682,is,VBZ,O
1682,part,NN,O
1682,of,IN,O
1682,business,NN,O
1682,life,NN,O
1682,.,.,O
1683,As,IN,O
1683,for,IN,O
1683,15,CD,O
1683,dividend,NN,O
1683,",",",",O
1683,they,PRP,O
1683,square,VBP,O
1683,off,IN,O
1683,by,IN,O
1683,giving,VBG,O
1683,lower,JJR,O
1683,interest,NN,O
1683,rates,NNS,O
1683,on,IN,O
1683,deposits,NNS,O
1683,.,.,O
1684,Bhathena,NNP,PERSON
1684,claims,VBZ,O
1684,staffers,NNS,O
1684,are,VBP,O
1684,unhappy,JJ,O
1684,but,CC,O
1684,bank,NN,O
1684,officials,NNS,O
1684,say,VBP,O
1684,that,IN,O
1684,a,DT,O
1684,handful,NN,O
1684,of,IN,O
1684,disgruntled,JJ,O
1684,former,JJ,O
1684,employees,NNS,O
1684,are,VBP,O
1684,maligning,VBG,O
1684,them,PRP,O
1684,.,.,O
1685,Pervez,NNP,PERSON
1685,K,NNP,PERSON
1685,Avari,NNP,PERSON
1685,",",",",O
1685,whose,WP$,O
1685,wife,NN,O
1685,is,VBZ,O
1685,a,DT,O
1685,candidate,NN,O
1685,",",",",O
1685,complains,VBZ,O
1685,that,IN,O
1685,the,DT,O
1685,appointment,NN,O
1685,of,IN,O
1685,non,JJ,O
1685,Parsis,NNP,O
1685,has,VBZ,O
1685,resulted,VBN,O
1685,in,IN,O
1685,mismanagement,NN,O
1685,.,.,O
1686,Customers,NNS,O
1686,are,VBP,O
1686,at,IN,O
1686,the,DT,O
1686,mercy,NN,O
1686,of,IN,O
1686,untrained,JJ,O
1686,staff,NN,O
1686,.,.,O
1687,Out,IN,O
1687,of,IN,O
1687,18,CD,O
1687,senior,JJ,O
1687,executives,NNS,O
1687,only,RB,O
1687,four,CD,O
1687,are,VBP,O
1687,Parsi,NNP,O
1687,",",",",O
1687,he,PRP,O
1687,said,VBD,O
1687,.,.,O
1688,Vijayawada,NNP,LOCATION
1688,:,:,O
1688,Undeterred,VBN,O
1688,by,IN,O
1688,Supreme,NNP,ORGANIZATION
1688,Court,NNP,ORGANIZATION
1688,'s,POS,O
1688,ruling,NN,O
1688,that,WDT,O
1688,admission,NN,O
1688,to,TO,O
1688,MBBS,NNP,O
1688,and,CC,O
1688,BDS,NNP,O
1688,courses,NNS,O
1688,in,IN,O
1688,the,DT,O
1688,2016,CD,O
1688,17,CD,O
1688,session,NN,O
1688,would,MD,O
1688,be,VB,O
1688,only,RB,O
1688,through,IN,O
1688,the,DT,O
1688,National,NNP,O
1688,Eligibility,NNP,O
1688,Entrance,NNP,O
1688,Test,NNP,O
1688,(,(,O
1688,NEET,NNP,O
1688,),),O
1688,across,IN,O
1688,the,DT,O
1688,country,NN,O
1688,",",",",O
1688,the,DT,O
1688,Andhra,NNP,ORGANIZATION
1688,Pradesh,NNP,ORGANIZATION
1688,Private,NNP,ORGANIZATION
1688,Medical,NNP,ORGANIZATION
1688,and,CC,ORGANIZATION
1688,Dental,NNP,ORGANIZATION
1688,Colleges,NNP,ORGANIZATION
1688,Managements,NNP,ORGANIZATION
1688,',POS,ORGANIZATION
1688,Association,NNP,ORGANIZATION
1688,on,IN,O
1688,Saturday,NNP,O
1688,decided,VBD,O
1688,to,TO,O
1688,go,VB,O
1688,ahead,RB,O
1688,with,IN,O
1688,its,PRP$,O
1688,medical,JJ,O
1688,common,JJ,O
1688,entrance,NN,O
1688,test,NN,O
1688,(,(,O
1688,MCET,NNP,O
1688,),),O
1688,slated,VBD,O
1688,for,IN,O
1688,May,NNP,O
1688,13,CD,O
1688,.,.,O
1689,Only,RB,O
1689,on,IN,O
1689,Friday,NNP,O
1689,",",",",O
1689,the,DT,O
1689,AP,NNP,LOCATION
1689,government,NN,O
1689,conducted,VBD,O
1689,its,PRP$,O
1689,Eamcet,NNP,O
1689,2016,CD,O
1689,for,IN,O
1689,admission,NN,O
1689,to,TO,O
1689,medical,JJ,O
1689,and,CC,O
1689,engineering,NN,O
1689,courses,NNS,O
1689,in,IN,O
1689,the,DT,O
1689,state,NN,O
1689,.,.,O
1690,With,IN,O
1690,government,NN,O
1690,and,CC,O
1690,private,JJ,O
1690,managements,NNS,O
1690,firm,NN,O
1690,on,IN,O
1690,their,PRP$,O
1690,entrance,NN,O
1690,examinations,NNS,O
1690,",",",",O
1690,uncertainty,NN,O
1690,stares,NNS,O
1690,at,IN,O
1690,thousands,NNS,O
1690,of,IN,O
1690,students,NNS,O
1690,in,IN,O
1690,the,DT,O
1690,state,NN,O
1690,in,IN,O
1690,the,DT,O
1690,wake,NN,O
1690,of,IN,O
1690,the,DT,O
1690,apex,JJ,O
1690,court,NN,O
1690,'s,POS,O
1690,latest,JJS,O
1690,order,NN,O
1690,on,IN,O
1690,NEET,NNP,O
1690,.,.,O
1691,The,DT,O
1691,Chandrababu,NNP,PERSON
1691,Naidu,NNP,PERSON
1691,government,NN,O
1691,has,VBZ,O
1691,",",",",O
1691,however,RB,O
1691,",",",",O
1691,assured,VBD,O
1691,that,IN,O
1691,it,PRP,O
1691,will,MD,O
1691,file,VB,O
1691,an,DT,O
1691,appeal,NN,O
1691,in,IN,O
1691,Supreme,NNP,ORGANIZATION
1691,Court,NNP,ORGANIZATION
1691,seeking,VBG,O
1691,exemption,NN,O
1691,from,IN,O
1691,NEET,NNP,O
1691,as,IN,O
1691,Andhra,NNP,LOCATION
1691,Pradesh,NNP,LOCATION
1691,is,VBZ,O
1691,protected,VBN,O
1691,by,IN,O
1691,Article,NNP,O
1691,371,CD,O
1691,(,(,O
1691,D,NNP,O
1691,),),O
1691,.,.,O
1692,About,IN,O
1692,one,CD,O
1692,lakh,NN,O
1692,students,NNS,O
1692,are,VBP,O
1692,aspiring,VBG,O
1692,for,IN,O
1692,medical,JJ,O
1692,admissions,NNS,O
1692,in,IN,O
1692,the,DT,O
1692,state,NN,O
1692,this,DT,O
1692,year,NN,O
1692,.,.,O
1693,The,DT,O
1693,private,JJ,O
1693,colleges,NNS,O
1693,association,VBP,O
1693,president,NN,O
1693,M,NNP,PERSON
1693,Narasa,NNP,PERSON
1693,Raju,NNP,PERSON
1693,and,CC,O
1693,secretary,NN,O
1693,Ganni,NNP,PERSON
1693,Bhaskara,NNP,PERSON
1693,Rao,NNP,PERSON
1693,said,VBD,O
1693,the,DT,O
1693,MCET,NNP,O
1693,2016,CD,O
1693,will,MD,O
1693,be,VB,O
1693,conducted,VBN,O
1693,as,IN,O
1693,per,IN,O
1693,the,DT,O
1693,schedule,NN,O
1693,on,IN,O
1693,the,DT,O
1693,lines,NNS,O
1693,of,IN,O
1693,Eamcet,NNP,LOCATION
1693,.,.,O
1694,The,DT,O
1694,association,NN,O
1694,'s,POS,O
1694,decision,NN,O
1694,is,VBZ,O
1694,understood,VBN,O
1694,to,TO,O
1694,have,VB,O
1694,come,VBN,O
1694,in,IN,O
1694,the,DT,O
1694,light,NN,O
1694,of,IN,O
1694,the,DT,O
1694,state,NN,O
1694,government,NN,O
1694,'s,POS,O
1694,decision,NN,O
1694,to,TO,O
1694,approach,VB,O
1694,the,DT,O
1694,Supreme,NNP,ORGANIZATION
1694,Court,NNP,ORGANIZATION
1694,on,IN,O
1694,May,NNP,O
1694,3,CD,O
1694,seeking,VBG,O
1694,exemption,NN,O
1694,from,IN,O
1694,the,DT,O
1694,NEET,NNP,O
1694,on,IN,O
1694,a,DT,O
1694,slew,NN,O
1694,of,IN,O
1694,grounds,NNS,O
1694,",",",",O
1694,which,WDT,O
1694,include,VBP,O
1694,the,DT,O
1694,Article,NNP,O
1694,371,CD,O
1694,(,(,O
1694,D,NNP,O
1694,),),O
1694,.,.,O
1695,Meanwhile,RB,O
1695,",",",",O
1695,a,DT,O
1695,joint,JJ,O
1695,meeting,NN,O
1695,was,VBD,O
1695,convened,VBN,O
1695,by,IN,O
1695,HRD,NNP,O
1695,minister,NN,O
1695,Ganta,NNP,PERSON
1695,Srinivasa,NNP,PERSON
1695,Rao,NNP,PERSON
1695,with,IN,O
1695,senior,JJ,O
1695,officials,NNS,O
1695,from,IN,O
1695,the,DT,O
1695,department,NN,O
1695,of,IN,O
1695,higher,JJR,O
1695,education,NN,O
1695,",",",",O
1695,Andhra,NNP,ORGANIZATION
1695,Pradesh,NNP,ORGANIZATION
1695,Council,NNP,ORGANIZATION
1695,of,IN,ORGANIZATION
1695,Higher,NNP,ORGANIZATION
1695,Education,NNP,ORGANIZATION
1695,and,CC,O
1695,the,DT,O
1695,department,NN,O
1695,of,IN,O
1695,law,NN,O
1695,on,IN,O
1695,Saturday,NNP,O
1695,to,TO,O
1695,deliberate,VB,O
1695,on,IN,O
1695,the,DT,O
1695,contentious,JJ,O
1695,issue,NN,O
1695,.,.,O
1696,Lucknow,NNP,LOCATION
1696,:,:,O
1696,In,IN,O
1696,a,DT,O
1696,land,NN,O
1696,where,WRB,O
1696,BSP,NNP,ORGANIZATION
1696,chief,NN,O
1696,Mayawati,NNP,PERSON
1696,is,VBZ,O
1696,often,RB,O
1696,referred,VBN,O
1696,to,TO,O
1696,as,IN,O
1696,Dalit,NNP,O
1696,czarina,NN,O
1696,",",",",O
1696,the,DT,O
1696,Ambedkar,NNP,ORGANIZATION
1696,Mahasabha,NNP,ORGANIZATION
1696,chief,NN,O
1696,said,VBD,O
1696,PM,NNP,O
1696,Narendra,NNP,PERSON
1696,Modi,NNP,PERSON
1696,could,MD,O
1696,be,VB,O
1696,'Daliton,VBN,O
1696,ke,JJ,O
1696,Ram,NNP,PERSON
1696,',POS,O
1696,if,IN,O
1696,he,PRP,O
1696,led,VBD,O
1696,the,DT,O
1696,upliftment,NN,O
1696,of,IN,O
1696,Dalits,NNP,O
1696,in,IN,O
1696,the,DT,O
1696,state,NN,O
1696,.,.,O
1697,At,IN,O
1697,5,CD,O
1697,.,.,O
1698,35pm,CD,O
1698,on,IN,O
1698,Friday,NNP,O
1698,",",",",O
1698,Prime,NNP,O
1698,Minister,NNP,O
1698,Narendra,NNP,PERSON
1698,Modi,NNP,PERSON
1698,along,IN,O
1698,with,IN,O
1698,Union,NNP,O
1698,home,NN,O
1698,minister,NN,O
1698,Rajnath,NNP,PERSON
1698,Singh,NNP,PERSON
1698,and,CC,O
1698,Governor,NNP,O
1698,Ram,NNP,PERSON
1698,Naik,NNP,PERSON
1698,drove,VBD,O
1698,straight,RB,O
1698,into,IN,O
1698,Ambedkar,NNP,ORGANIZATION
1698,Mahasabha,NNP,ORGANIZATION
1698,office,NN,O
1698,in,IN,O
1698,front,NN,O
1698,of,IN,O
1698,Vidhan,NNP,LOCATION
1698,Sabha,NNP,LOCATION
1698,on,IN,O
1698,Bhimrao,NNP,LOCATION
1698,Ambedkar,NNP,LOCATION
1698,Marg,NNP,LOCATION
1698,.,.,O
1699,Though,IN,O
1699,the,DT,O
1699,Prime,NNP,O
1699,Minister,NNP,O
1699,was,VBD,O
1699,to,TO,O
1699,spent,VB,O
1699,the,DT,O
1699,minimum,JJ,O
1699,time,NN,O
1699,(,(,O
1699,15,CD,O
1699,minutes,NNS,O
1699,),),O
1699,at,IN,O
1699,Ambedkar,NNP,ORGANIZATION
1699,Mahasabha,NNP,ORGANIZATION
1699,of,IN,O
1699,the,DT,O
1699,three,CD,O
1699,programmes,NNS,O
1699,he,PRP,O
1699,attended,VBD,O
1699,",",",",O
1699,the,DT,O
1699,event,NN,O
1699,has,VBZ,O
1699,drawn,VBN,O
1699,maximum,JJ,O
1699,curiosity,NN,O
1699,from,IN,O
1699,political,JJ,O
1699,parties,NNS,O
1699,and,CC,O
1699,political,JJ,O
1699,observers,NNS,O
1699,.,.,O
1700,Ever,RB,O
1700,since,IN,O
1700,it,PRP,O
1700,became,VBD,O
1700,known,VBN,O
1700,that,IN,O
1700,Modi,NNP,PERSON
1700,would,MD,O
1700,visit,VB,O
1700,the,DT,O
1700,Mahasabha,NNP,ORGANIZATION
1700,",",",",O
1700,where,WRB,O
1700,an,DT,O
1700,urn,NN,O
1700,containing,VBG,O
1700,Ambedkar,NNP,PERSON
1700,'s,POS,O
1700,ashes,NNS,O
1700,is,VBZ,O
1700,kept,VBN,O
1700,",",",",O
1700,there,EX,O
1700,has,VBZ,O
1700,been,VBN,O
1700,discussion,NN,O
1700,on,IN,O
1700,how,WRB,O
1700,Dalit,JJ,O
1700,politics,NNS,O
1700,has,VBZ,O
1700,become,VBN,O
1700,central,JJ,O
1700,to,TO,O
1700,UP,VB,LOCATION
1700,politics,NNS,O
1700,with,IN,O
1700,assembly,NN,O
1700,elections,NNS,O
1700,just,RB,O
1700,a,DT,O
1700,year,NN,O
1700,away,RB,O
1700,.,.,O
1701,While,IN,O
1701,the,DT,O
1701,Bahujan,NNP,ORGANIZATION
1701,Samaj,NNP,ORGANIZATION
1701,Party,NNP,ORGANIZATION
1701,pushes,VBZ,O
1701,its,PRP$,O
1701,sole,JJ,O
1701,claim,NN,O
1701,on,IN,O
1701,Ambedkar,NNP,PERSON
1701,and,CC,O
1701,Dalits,NNP,O
1701,at,IN,O
1701,least,JJS,O
1701,in,IN,O
1701,UP,NNP,LOCATION
1701,",",",",O
1701,the,DT,O
1701,Samajwadi,NNP,ORGANIZATION
1701,Party,NNP,ORGANIZATION
1701,government,NN,O
1701,has,VBZ,O
1701,wasted,VBN,O
1701,no,DT,O
1701,time,NN,O
1701,in,IN,O
1701,allocating,VBG,O
1701,a,DT,O
1701,five,CD,O
1701,acre,NN,O
1701,land,NN,O
1701,to,TO,O
1701,Ambedkar,NNP,ORGANIZATION
1701,Mahasabha,NNP,ORGANIZATION
1701,for,IN,O
1701,setting,VBG,O
1701,up,RP,O
1701,a,DT,O
1701,memorial,NN,O
1701,on,IN,O
1701,Sultanpur,NNP,LOCATION
1701,Road,NNP,LOCATION
1701,.,.,O
1702,At,IN,O
1702,the,DT,O
1702,Mahasabha,NNP,ORGANIZATION
1702,on,IN,O
1702,Friday,NNP,O
1702,",",",",O
1702,those,DT,O
1702,who,WP,O
1702,welcomed,VBD,O
1702,the,DT,O
1702,PM,NNP,O
1702,included,VBD,O
1702,former,JJ,O
1702,BSP,NNP,ORGANIZATION
1702,member,NN,O
1702,and,CC,O
1702,Rajya,NNP,ORGANIZATION
1702,Sabha,NNP,ORGANIZATION
1702,member,NN,O
1702,Jugal,NNP,PERSON
1702,Kishore,NNP,PERSON
1702,",",",",O
1702,who,WP,O
1702,joined,VBD,O
1702,the,DT,O
1702,BJP,NNP,ORGANIZATION
1702,on,IN,O
1702,January,NNP,O
1702,15,CD,O
1702,.,.,O
1703,BJP,NNP,ORGANIZATION
1703,leaders,NNS,O
1703,hope,VBP,O
1703,to,TO,O
1703,make,VB,O
1703,a,DT,O
1703,dent,NN,O
1703,in,IN,O
1703,Mayawati,NNP,PERSON
1703,'s,POS,O
1703,Dalit,NNP,O
1703,votebank,NN,O
1703,with,IN,O
1703,the,DT,O
1703,joining,NN,O
1703,of,IN,O
1703,Jugal,NNP,PERSON
1703,Kishore,NNP,PERSON
1703,",",",",O
1703,who,WP,O
1703,was,VBD,O
1703,once,RB,O
1703,said,VBD,O
1703,to,TO,O
1703,be,VB,O
1703,very,RB,O
1703,close,RB,O
1703,to,TO,O
1703,the,DT,O
1703,BSP,NNP,ORGANIZATION
1703,chief,NN,O
1703,.,.,O
1704,He,PRP,O
1704,was,VBD,O
1704,the,DT,O
1704,only,JJ,O
1704,BJP,NNP,ORGANIZATION
1704,leader,NN,O
1704,present,NN,O
1704,at,IN,O
1704,Ambedkar,NNP,ORGANIZATION
1704,Mahasabha,NNP,ORGANIZATION
1704,office,NN,O
1704,along,RB,O
1704,with,IN,O
1704,the,DT,O
1704,Mahasabha,NNP,ORGANIZATION
1704,'s,POS,O
1704,president,NN,O
1704,Lalji,NNP,PERSON
1704,Prasad,NNP,PERSON
1704,Nirmal,NNP,PERSON
1704,.,.,O
1705,He,PRP,O
1705,was,VBD,O
1705,the,DT,O
1705,only,JJ,O
1705,BJP,NNP,ORGANIZATION
1705,leader,NN,O
1705,present,NN,O
1705,at,IN,O
1705,the,DT,O
1705,Mahasabha,NNP,ORGANIZATION
1705,office,NN,O
1705,when,WRB,O
1705,the,DT,O
1705,PM,NNP,O
1705,visited,VBD,O
1705,and,CC,O
1705,offered,VBD,O
1705,floral,JJ,O
1705,tributes,NNS,O
1705,on,IN,O
1705,the,DT,O
1705,urn,NN,O
1705,containing,VBG,O
1705,ashes,NNS,O
1705,of,IN,O
1705,Ambedkar,NNP,PERSON
1705,.,.,O
1706,Other,JJ,O
1706,than,IN,O
1706,Doordarshan,NNP,ORGANIZATION
1706,",",",",O
1706,media,NNS,O
1706,persons,NNS,O
1706,were,VBD,O
1706,not,RB,O
1706,allowed,VBN,O
1706,entry,NN,O
1706,into,IN,O
1706,the,DT,O
1706,Mahasabha,NNP,ORGANIZATION
1706,office,NN,O
1706,.,.,O
1707,Kishore,NNP,PERSON
1707,said,VBD,O
1707,even,RB,O
1707,during,IN,O
1707,his,PRP$,O
1707,BSP,NNP,ORGANIZATION
1707,stint,NN,O
1707,",",",",O
1707,he,PRP,O
1707,had,VBD,O
1707,been,VBN,O
1707,associated,VBN,O
1707,with,IN,O
1707,organisations,NNS,O
1707,like,IN,O
1707,Ambedkar,NNP,ORGANIZATION
1707,Mahasabha,NNP,ORGANIZATION
1707,.,.,O
1708,Kishore,RB,PERSON
1708,apprised,VBD,O
1708,the,DT,O
1708,PM,NNP,O
1708,about,IN,O
1708,the,DT,O
1708,``,``,O
1708,resentment,NN,O
1708,among,IN,O
1708,Dalits,NNS,O
1708,after,IN,O
1708,the,DT,O
1708,SP,NNP,ORGANIZATION
1708,government,NN,O
1708,scrapped,VBD,O
1708,reservation,NN,O
1708,in,IN,O
1708,promotion,NN,O
1708,and,CC,O
1708,also,RB,O
1708,demanded,VBD,O
1708,reservation,NN,O
1708,in,IN,O
1708,judiciary,JJ,O
1708,and,CC,O
1708,public,JJ,O
1708,private,JJ,O
1708,partnership,NN,O
1708,programmes,NNS,O
1708,'','',O
1708,.,.,O
1709,The,DT,O
1709,Mahasabha,NNP,ORGANIZATION
1709,'s,POS,O
1709,president,NN,O
1709,Lalji,NNP,PERSON
1709,Prasad,NNP,PERSON
1709,Nirmal,NNP,PERSON
1709,said,VBD,O
1709,",",",",O
1709,``,``,O
1709,If,IN,O
1709,you,PRP,O
1709,ensure,VB,O
1709,some,DT,O
1709,provision,NN,O
1709,through,IN,O
1709,which,WDT,O
1709,Dalits,NNP,O
1709,can,MD,O
1709,own,VB,O
1709,land,NN,O
1709,",",",",O
1709,it,PRP,O
1709,will,MD,O
1709,not,RB,O
1709,only,RB,O
1709,help,VB,O
1709,in,IN,O
1709,their,PRP$,O
1709,upliftment,JJ,O
1709,",",",",O
1709,but,CC,O
1709,you,PRP,O
1709,would,MD,O
1709,emerge,VB,O
1709,as,IN,O
1709,Daliton,NNP,O
1709,ke,NNP,O
1709,Ram,NNP,PERSON
1709,",",",",O
1709,'','',O
1709,Nirmal,NNP,PERSON
1709,told,VBD,O
1709,the,DT,O
1709,PM,NNP,O
1709,.,.,O
1710,To,TO,O
1710,this,DT,O
1710,",",",",O
1710,the,DT,O
1710,PM,NNP,O
1710,smiled,VBD,O
1710,with,IN,O
1710,a,DT,O
1710,pat,NN,O
1710,on,IN,O
1710,Nirmal,NNP,PERSON
1710,'s,POS,O
1710,forearm,NN,O
1710,.,.,O
1711,Modi,NNP,PERSON
1711,later,RB,O
1711,posed,VBD,O
1711,for,IN,O
1711,a,DT,O
1711,group,NN,O
1711,photograph,NN,O
1711,with,IN,O
1711,the,DT,O
1711,staff,NN,O
1711,of,IN,O
1711,Ambedkar,NNP,ORGANIZATION
1711,Mahasabha,NNP,ORGANIZATION
1711,",",",",O
1711,its,PRP$,O
1711,chief,JJ,O
1711,Lalji,NNP,PERSON
1711,Prasad,NNP,PERSON
1711,Nirmal,NNP,PERSON
1711,and,CC,O
1711,Jugal,NNP,PERSON
1711,Kishore,NNP,PERSON
1711,along,IN,O
1711,with,IN,O
